open,high,low,close,volume,timestamp
100.19999694824219,102.04000091552734,96.50800323486328,99.42990112304688,429337,2024-07-25 13:30:00+00:00
99.22000122070312,102.58999633789062,99.0,101.05999755859375,141276,2024-07-25 14:30:00+00:00
101.36000061035156,102.37999725341797,100.52999877929688,102.30999755859375,88431,2024-07-25 15:30:00+00:00
102.37000274658203,102.43000030517578,100.27999877929688,100.4000015258789,114823,2024-07-25 16:30:00+00:00
100.41999816894531,101.19999694824219,100.12000274658203,100.50499725341797,76506,2024-07-25 17:30:00+00:00
100.62999725341797,101.12999725341797,99.76000213623047,100.81999969482422,151474,2024-07-25 18:30:00+00:00
100.86499786376953,100.86499786376953,99.20059967041016,99.50499725341797,270653,2024-07-25 19:30:00+00:00
102.76000213623047,104.91000366210938,102.04499816894531,102.72000122070312,98817,2024-07-26 13:30:00+00:00
102.62000274658203,103.0,101.01000213623047,102.04199981689453,61983,2024-07-26 14:30:00+00:00
102.06999969482422,104.0,102.06999969482422,103.63999938964844,42735,2024-07-26 15:30:00+00:00
103.86000061035156,104.37000274658203,102.72000122070312,103.86000061035156,51164,2024-07-26 16:30:00+00:00
103.58000183105469,103.58000183105469,102.44999694824219,103.12999725341797,37372,2024-07-26 17:30:00+00:00
102.94999694824219,103.48999786376953,102.37000274658203,103.40499877929688,74578,2024-07-26 18:30:00+00:00
103.33000183105469,104.16999816894531,102.94000244140625,104.16000366210938,172963,2024-07-26 19:30:00+00:00
106.5,107.66999816894531,103.70999908447266,104.33999633789062,83754,2024-07-29 13:30:00+00:00
104.33000183105469,104.5,101.54000091552734,102.41999816894531,100453,2024-07-29 14:30:00+00:00
102.41999816894531,103.54000091552734,101.69999694824219,103.07499694824219,59550,2024-07-29 15:30:00+00:00
103.05999755859375,104.19000244140625,102.33499908447266,102.33499908447266,62728,2024-07-29 16:30:00+00:00
102.16999816894531,102.66000366210938,101.8949966430664,102.26000213623047,72290,2024-07-29 17:30:00+00:00
102.3499984741211,103.38999938964844,101.91999816894531,103.2300033569336,82772,2024-07-29 18:30:00+00:00
103.19000244140625,103.4000015258789,102.19000244140625,102.2300033569336,174215,2024-07-29 19:30:00+00:00
102.93000030517578,105.48999786376953,101.66999816894531,103.19999694824219,142208,2024-07-30 13:30:00+00:00
103.62000274658203,103.97000122070312,101.6500015258789,102.68000030517578,91509,2024-07-30 14:30:00+00:00
102.76000213623047,102.87999725341797,100.63999938964844,100.94000244140625,121932,2024-07-30 15:30:00+00:00
